Station,Date,Time,Cl-Dis,EC,NH3N,O2-Dis,SiO2-Rea,TDP,TEMP,TN,TP,TRANS,TSS,pH,Station Identifier,Latitude,Longitude
JPN00016,2015-08-27,,6.72,134.2,0.05,13.2,,,3.97,0.07,0.003,17.2,0.06,7.53,Lake Mashu - Deepest Point,43.5877777777778,144.530833333333
JPN00016,2016-09-02,,6.59,146.6,0.05,12.3,,0.00056,4.06,0.07,0.003,,,7.34,Lake Mashu - Deepest Point,43.5877777777778,144.530833333333
JPN00016,2016-09-03,,6.56,145.2,0.05,12.3,,0.00042,4.93,0.06,0.003,7.5,,8.43,Lake Mashu - Deepest Point,43.5877777777778,144.530833333333
JPN00016,2016-09-04,,6.79,153.6,0.05,12.1,,0.00075,4.08,0.08,0.003,,,6.8,Lake Mashu - Deepest Point,43.5877777777778,144.530833333333
JPN00016,2017-09-04,,6.49,148.8,0.05,10.8,,0.00041,3.89,0.13,0.003,,0.31,7.5,Lake Mashu - Deepest Point,43.5877777777778,144.530833333333
JPN00016,2017-09-05,,6.5,144.1,0.05,12.2,,0.00047,8.07,0.1,0.003,,0.29,8.03,Lake Mashu - Deepest Point,43.5877777777778,144.530833333333
JPN00016,2017-09-06,,6.45,137.2,0.05,9.3,,0.00032,10.84,0.1,0.003,19.0,0.41,8.35,Lake Mashu - Deepest Point,43.5877777777778,144.530833333333
JPN00016,2018-09-03,,6.6,148.2,0.05,11.0,11.0,,3.8,0.07,0.002,,,6.92,Lake Mashu - Deepest Point,43.5877777777778,144.530833333333
JPN00016,2018-09-06,,6.6,128.8,0.05,9.4,10.0,,7.2,0.07,0.002,18.1,,7.47,Lake Mashu - Deepest Point,43.5877777777778,144.530833333333
JPN00016,2019-09-02,,6.5,128.9,0.05,12.8,11.0,,5.2,0.07,0.002,18.5,,7.12,Lake Mashu - Deepest Point,43.5877777777778,144.530833333333
JPN00016,2020-08-25,,6.6,130.3,0.05,12.79,11.0,,19.56,0.13,0.002,21.1,,7.64,Lake Mashu - Deepest Point,43.5877777777778,144.530833333333
JPN00016,2021-08-03,,6.7,131.4,0.05,8.32,11.0,,21.94,0.09,0.002,25.8,,8.23,Lake Mashu - Deepest Point,43.5877777777778,144.530833333333
JPN00019,2015-01-05,,9.7,,0.01,10.7,0.5,,9.3,0.3,0.006,8.1,1.0,7.5,Lake Biwa - North Center,35.3916666666667,136.135277777778
JPN00019,2015-02-02,,9.8,,0.01,11.0,0.8,,7.7,0.32,0.009,6.1,1.3,7.4,Lake Biwa - North Center,35.3916666666667,136.135277777778
JPN00019,2015-03-02,,9.7,,0.01,11.5,0.8,,7.3,0.31,0.009,5.8,1.0,7.5,Lake Biwa - North Center,35.3916666666667,136.135277777778
JPN00019,2015-04-06,,9.7,,0.01,12.2,0.5,,9.4,0.31,0.006,6.0,1.0,7.6,Lake Biwa - North Center,35.3916666666667,136.135277777778
JPN00019,2015-05-11,,9.6,,0.01,11.0,0.3,,13.6,0.29,0.005,9.9,1.0,7.6,Lake Biwa - North Center,35.3916666666667,136.135277777778
JPN00019,2015-06-01,,9.7,,0.02,10.4,0.4,,17.0,0.28,0.007,8.0,1.0,7.9,Lake Biwa - North Center,35.3916666666667,136.135277777778
JPN00019,2015-07-06,,9.7,,0.01,10.0,0.8,,22.6,0.23,0.009,4.1,1.5,8.5,Lake Biwa - North Center,35.3916666666667,136.135277777778
JPN00019,2015-08-03,,9.3,,0.01,8.8,1.3,,28.8,0.16,0.007,7.2,1.0,8.6,Lake Biwa - North Center,35.3916666666667,136.135277777778
JPN00019,2015-09-07,,9.3,,0.01,8.6,1.5,,25.5,0.18,0.009,6.3,1.0,8.0,Lake Biwa - North Center,35.3916666666667,136.135277777778
JPN00019,2015-10-05,,9.2,,0.01,8.9,1.0,,22.3,0.19,0.007,5.9,1.1,7.8,Lake Biwa - North Center,35.3916666666667,136.135277777778
JPN00019,2015-11-02,,9.4,,0.01,8.9,0.8,,17.6,0.19,0.007,6.7,1.0,7.6,Lake Biwa - North Center,35.3916666666667,136.135277777778
JPN00019,2015-12-07,,9.4,,0.01,9.8,0.4,,13.7,0.21,0.007,7.3,1.0,7.7,Lake Biwa - North Center,35.3916666666667,136.135277777778
JPN00019,2016-01-04,,9.4,,0.01,10.2,0.7,,11.0,0.22,0.004,7.9,1.0,7.5,Lake Biwa - North Center,35.3916666666667,136.135277777778
JPN00019,2016-02-01,,9.5,,0.01,10.4,1.2,,8.7,0.3,0.008,8.0,1.0,7.6,Lake Biwa - North Center,35.3916666666667,136.135277777778
JPN00019,2016-03-07,,9.6,,0.01,10.8,1.6,,8.8,0.31,0.007,7.5,1.0,7.6,Lake Biwa - North Center,35.3916666666667,136.135277777778
JPN00019,2016-04-04,,9.6,,0.01,12.4,1.5,,10.3,0.31,0.012,4.9,1.0,7.9,Lake Biwa - North Center,35.3916666666667,136.135277777778
JPN00019,2016-05-09,,9.7,,0.01,11.8,1.6,,14.0,0.35,0.013,4.5,1.9,7.9,Lake Biwa - North Center,35.3916666666667,136.135277777778
JPN00019,2016-06-06,,9.6,,0.01,10.6,1.1,,19.4,0.22,0.008,4.7,1.0,8.0,Lake Biwa - North Center,35.3916666666667,136.135277777778
JPN00019,2016-07-04,,9.4,,0.01,9.5,0.8,,25.4,0.18,0.01,7.1,1.0,7.8,Lake Biwa - North Center,35.3916666666667,136.135277777778
JPN00019,2016-08-01,,9.2,,0.01,8.9,1.3,,28.0,0.18,0.009,5.8,1.0,8.1,Lake Biwa - North Center,35.3916666666667,136.135277777778
JPN00019,2016-09-05,,9.5,,0.01,8.3,1.1,,27.4,0.16,0.007,8.1,1.0,7.8,Lake Biwa - North Center,35.3916666666667,136.135277777778
JPN00019,2016-10-03,,9.1,,0.01,8.9,0.8,,24.6,0.17,0.009,5.8,1.3,7.6,Lake Biwa - North Center,35.3916666666667,136.135277777778
JPN00019,2016-11-08,,9.2,,0.01,9.8,0.6,,17.0,0.21,0.007,5.4,2.1,8.0,Lake Biwa - North Center,35.3916666666667,136.135277777778
JPN00019,2016-12-05,,9.3,,0.01,11.3,0.9,,13.9,0.2,0.007,5.8,1.7,7.8,Lake Biwa - North Center,35.3916666666667,136.135277777778
JPN00019,2017-01-10,,9.5,,0.01,10.4,1.7,,10.2,0.24,0.008,6.7,1.5,7.6,Lake Biwa - North Center,35.3916666666667,136.135277777778
JPN00019,2017-02-08,,9.6,,0.01,10.8,2.5,,8.2,0.25,0.008,7.6,1.0,7.5,Lake Biwa - North Center,35.3916666666667,136.135277777778
JPN00019,2017-03-06,,9.7,,0.02,11.7,2.6,,8.1,0.26,0.007,9.4,1.0,7.7,Lake Biwa - North Center,35.3916666666667,136.135277777778
JPN00019,2017-04-10,,9.5,,0.01,11.7,2.9,,9.8,0.26,0.008,3.0,1.7,7.8,Lake Biwa - North Center,35.3916666666667,136.135277777778
JPN00019,2017-05-08,,9.8,,0.01,12.0,2.2,,14.5,0.2,0.005,5.9,1.6,8.4,Lake Biwa - North Center,35.3916666666667,136.135277777778
JPN00019,2017-06-05,,9.8,,0.01,10.1,1.3,,19.3,0.17,0.006,5.9,2.2,8.9,Lake Biwa - North Center,35.3916666666667,136.135277777778
JPN00019,2017-07-03,,9.6,,0.01,9.7,1.4,,24.4,0.17,0.006,5.1,1.0,8.8,Lake Biwa - North Center,35.3916666666667,136.135277777778
JPN00019,2017-08-01,,9.5,,0.01,8.4,1.8,,28.6,0.16,0.006,5.0,1.5,8.7,Lake Biwa - North Center,35.3916666666667,136.135277777778
JPN00019,2017-09-04,,9.4,,0.01,8.3,2.0,,24.9,0.15,0.007,7.6,1.0,7.7,Lake Biwa - North Center,35.3916666666667,136.135277777778
JPN00019,2017-10-02,,9.4,,0.01,8.7,2.1,,22.1,0.15,0.006,6.5,1.0,7.9,Lake Biwa - North Center,35.3916666666667,136.135277777778
JPN00019,2017-11-06,,9.2,,0.01,9.3,2.4,,15.7,0.2,0.008,3.0,1.3,7.6,Lake Biwa - North Center,35.3916666666667,136.135277777778
JPN00019,2017-12-04,,9.2,,0.02,9.9,2.0,,12.8,0.22,0.005,7.5,1.0,7.6,Lake Biwa - North Center,35.3916666666667,136.135277777778
JPN00019,2018-01-10,,9.4,,0.01,10.3,1.9,,9.1,0.26,0.006,6.0,1.2,7.6,Lake Biwa - North Center,35.3916666666667,136.135277777778
JPN00019,2018-02-05,,9.6,,0.01,10.7,1.7,,7.8,0.26,0.008,7.1,1.2,7.5,Lake Biwa - North Center,35.3916666666667,136.135277777778
JPN00019,2018-03-05,,9.5,,0.01,11.6,1.3,,7.6,0.27,0.005,7.0,1.0,7.7,Lake Biwa - North Center,35.3916666666667,136.135277777778
JPN00019,2018-04-09,,9.6,,0.01,11.8,1.3,,9.8,0.26,0.006,7.2,1.0,7.9,Lake Biwa - North Center,35.3916666666667,136.135277777778
JPN00019,2018-05-07,,9.4,,0.01,11.3,1.4,,14.5,0.24,0.004,8.0,1.0,8.1,Lake Biwa - North Center,35.3916666666667,136.135277777778
JPN00019,2018-06-06,,9.2,,0.01,10.4,1.5,,21.4,0.21,0.005,7.6,1.0,8.6,Lake Biwa - North Center,35.3916666666667,136.135277777778
JPN00019,2018-07-02,,9.5,,0.01,9.6,1.5,,24.4,0.14,0.004,6.0,1.1,9.2,Lake Biwa - North Center,35.3916666666667,136.135277777778
JPN00019,2018-08-06,,8.8,,0.01,8.1,2.2,,29.4,0.14,0.005,7.0,1.0,8.6,Lake Biwa - North Center,35.3916666666667,136.135277777778
JPN00019,2018-09-06,,9.2,,0.01,8.1,1.8,,23.9,0.18,0.004,4.8,1.0,7.9,Lake Biwa - North Center,35.3916666666667,136.135277777778
JPN00019,2018-10-02,,8.8,,0.01,8.4,1.2,,20.9,0.19,0.007,5.7,1.1,7.9,Lake Biwa - North Center,35.3916666666667,136.135277777778
JPN00019,2018-11-05,,9.0,,0.01,9.8,1.1,,18.5,0.18,0.006,5.5,1.2,8.3,Lake Biwa - North Center,35.3916666666667,136.135277777778
JPN00019,2018-12-03,,9.0,,0.01,9.3,1.4,,15.2,0.19,0.006,7.2,1.0,7.9,Lake Biwa - North Center,35.3916666666667,136.135277777778
JPN00019,2019-01-07,,9.1,,0.01,10.2,1.6,,10.8,0.21,0.005,7.9,1.0,7.8,Lake Biwa - North Center,35.3916666666667,136.135277777778
JPN00019,2019-02-05,,9.2,,0.01,10.6,1.9,,8.8,0.23,0.005,8.8,1.0,7.7,Lake Biwa - North Center,35.3916666666667,136.135277777778
JPN00019,2019-03-04,,9.3,,0.01,11.0,2.0,,8.5,0.23,0.006,10.3,1.0,7.7,Lake Biwa - North Center,35.3916666666667,136.135277777778
JPN00019,2019-04-08,,9.3,,0.01,11.6,1.5,,10.8,0.25,0.005,10.1,1.0,7.8,Lake Biwa - North Center,35.3916666666667,136.135277777778
JPN00019,2019-05-08,,9.3,,0.01,11.2,1.7,,11.9,0.24,0.004,11.2,1.0,7.8,Lake Biwa - North Center,35.3916666666667,136.135277777778
JPN00019,2019-06-03,,9.4,,0.02,10.3,1.7,,19.6,0.18,0.004,10.2,1.0,8.1,Lake Biwa - North Center,35.3916666666667,136.135277777778
JPN00019,2019-07-01,,9.3,,0.01,9.2,1.8,,23.0,0.16,0.007,5.2,1.1,8.2,Lake Biwa - North Center,35.3916666666667,136.135277777778
JPN00019,2019-08-05,,9.1,,0.01,8.2,2.3,,30.0,0.15,0.005,8.0,1.0,8.1,Lake Biwa - North Center,35.3916666666667,136.135277777778
JPN00019,2019-09-02,,9.0,,0.01,8.4,2.4,,27.3,0.15,0.007,5.9,1.0,8.0,Lake Biwa - North Center,35.3916666666667,136.135277777778
JPN00019,2019-10-07,,9.1,,0.01,8.4,1.5,,24.2,0.15,0.006,7.2,1.0,7.8,Lake Biwa - North Center,35.3916666666667,136.135277777778
JPN00019,2019-11-05,,9.1,,0.01,9.5,1.2,,18.7,0.2,0.006,7.5,1.5,7.8,Lake Biwa - North Center,35.3916666666667,136.135277777778
JPN00019,2019-12-04,,9.2,,0.01,9.9,0.9,,14.1,0.19,0.005,7.6,1.0,7.7,Lake Biwa - North Center,35.3916666666667,136.135277777778
JPN00019,2020-01-06,,9.2,,0.01,9.8,1.3,,10.8,0.22,0.005,9.2,1.0,7.6,Lake Biwa - North Center,35.3916666666667,136.135277777778
JPN00019,2020-02-03,,9.3,,0.01,9.8,1.6,,9.8,0.22,0.005,7.0,1.0,7.5,Lake Biwa - North Center,35.3916666666667,136.135277777778
JPN00019,2020-03-02,,9.2,,0.01,10.2,1.9,,9.6,0.23,0.006,10.7,1.0,7.6,Lake Biwa - North Center,35.3916666666667,136.135277777778
JPN00019,2020-04-07,,9.3,,0.01,10.9,1.9,,10.0,0.21,0.004,9.1,1.0,7.7,Lake Biwa - North Center,35.3916666666667,136.135277777778
JPN00019,2020-05-11,,9.3,,0.01,11.5,1.3,,15.7,0.22,0.008,5.7,1.6,8.3,Lake Biwa - North Center,35.3916666666667,136.135277777778
JPN00019,2020-06-08,,9.4,,0.01,10.4,1.5,,21.4,0.16,0.006,5.1,1.7,8.9,Lake Biwa - North Center,35.3916666666667,136.135277777778
JPN00019,2020-07-06,,8.9,,0.01,9.0,1.8,,23.3,0.19,0.009,4.9,1.6,8.9,Lake Biwa - North Center,35.3916666666667,136.135277777778
JPN00019,2020-08-03,,8.4,,0.01,8.8,2.2,,27.0,0.14,0.006,6.8,1.0,8.4,Lake Biwa - North Center,35.3916666666667,136.135277777778
JPN00019,2020-09-01,,8.5,,0.01,8.0,2.5,,29.7,0.14,0.006,9.0,1.0,8.0,Lake Biwa - North Center,35.3916666666667,136.135277777778
JPN00019,2020-10-06,,8.6,,0.01,8.2,2.4,,22.9,0.15,0.007,9.2,1.0,7.8,Lake Biwa - North Center,35.3916666666667,136.135277777778
JPN00019,2020-11-09,,8.7,,0.01,9.4,0.3,,16.7,0.15,0.006,7.5,1.0,7.7,Lake Biwa - North Center,35.3916666666667,136.135277777778
JPN00019,2020-12-07,,8.9,,0.01,9.8,0.2,,14.0,0.16,0.004,8.6,1.0,7.7,Lake Biwa - North Center,35.3916666666667,136.135277777778
JPN00019,2021-01-04,,9.1,,0.01,9.2,1.4,,10.1,0.24,0.006,8.8,1.0,7.4,Lake Biwa - North Center,35.3916666666667,136.135277777778
JPN00019,2021-02-01,,9.1,,0.01,10.1,1.7,,8.9,0.25,0.006,9.8,1.0,7.5,Lake Biwa - North Center,35.3916666666667,136.135277777778
JPN00019,2021-03-11,,9.3,,0.01,10.9,2.0,,8.7,0.27,0.007,6.3,1.0,7.7,Lake Biwa - North Center,35.3916666666667,136.135277777778
JPN00019,2021-04-06,,9.2,,0.01,11.2,1.9,,10.5,0.25,0.005,7.9,1.0,7.8,Lake Biwa - North Center,35.3916666666667,136.135277777778
JPN00019,2021-05-10,,9.2,,0.01,11.2,1.8,,15.1,0.23,0.004,8.0,1.0,8.0,Lake Biwa - North Center,35.3916666666667,136.135277777778
JPN00019,2021-06-07,,9.0,,0.01,11.2,2.0,,20.3,0.16,0.005,6.0,1.0,8.8,Lake Biwa - North Center,35.3916666666667,136.135277777778
JPN00019,2021-07-05,,8.9,,0.01,9.6,2.2,,24.4,0.16,0.007,5.8,1.0,9.0,Lake Biwa - North Center,35.3916666666667,136.135277777778
JPN00019,2021-08-02,,8.8,,0.01,8.2,2.6,,29.1,0.16,0.007,7.6,1.0,8.8,Lake Biwa - North Center,35.3916666666667,136.135277777778
JPN00019,2021-09-06,,8.5,,0.01,8.5,1.2,,26.4,0.15,0.007,6.7,1.4,8.2,Lake Biwa - North Center,35.3916666666667,136.135277777778
JPN00019,2021-10-04,,8.6,,0.01,8.8,1.2,,25.2,0.16,0.007,6.3,1.2,8.0,Lake Biwa - North Center,35.3916666666667,136.135277777778
JPN00019,2021-11-10,,9.0,,0.01,9.4,1.0,,17.7,0.14,0.006,8.5,1.1,7.8,Lake Biwa - North Center,35.3916666666667,136.135277777778
JPN00019,2021-12-06,,9.4,,0.01,9.9,0.9,,13.8,0.19,0.006,8.4,1.1,7.7,Lake Biwa - North Center,35.3916666666667,136.135277777778
JPN00019,2022-01-05,,9.0,,0.01,9.7,1.6,,9.9,0.25,0.007,8.4,1.0,7.6,Lake Biwa - North Center,35.3916666666667,136.135277777778
JPN00019,2022-02-01,,9.2,,0.01,10.1,2.3,,8.6,0.26,0.009,8.9,1.0,7.6,Lake Biwa - North Center,35.3916666666667,136.135277777778
JPN00019,2022-03-07,,9.2,,0.01,11.1,2.4,,7.5,0.28,0.011,8.0,1.0,7.7,Lake Biwa - North Center,35.3916666666667,136.135277777778
JPN00020,2015-01-06,,10.2,,0.01,11.8,1.0,,6.6,0.36,0.014,1.8,3.9,7.5,Lake Biwa - South Center,35.0411111111111,135.896111111111
JPN00020,2015-02-03,,10.6,,0.01,11.2,1.2,,6.5,0.36,0.012,2.9,1.9,7.6,Lake Biwa - South Center,35.0411111111111,135.896111111111
JPN00020,2015-03-03,,10.0,,0.01,12.0,0.7,,7.8,0.31,0.011,3.0,1.8,7.6,Lake Biwa - South Center,35.0411111111111,135.896111111111
JPN00020,2015-04-07,,10.2,,0.01,10.7,0.3,,12.9,0.3,0.013,3.1,1.9,7.5,Lake Biwa - South Center,35.0411111111111,135.896111111111
JPN00020,2015-05-12,,10.1,,0.01,9.6,0.4,,19.8,0.25,0.014,3.9,1.3,8.1,Lake Biwa - South Center,35.0411111111111,135.896111111111
JPN00020,2015-06-02,,10.1,,0.01,10.3,0.8,,23.6,0.23,0.009,3.8,1.1,8.8,Lake Biwa - South Center,35.0411111111111,135.896111111111
JPN00020,2015-07-07,,9.6,,0.01,10.0,1.0,,22.8,0.23,0.011,2.5,1.6,8.3,Lake Biwa - South Center,35.0411111111111,135.896111111111
JPN00020,2015-08-04,,9.4,,0.01,8.8,1.5,,31.2,0.17,0.007,4.1,1.0,8.9,Lake Biwa - South Center,35.0411111111111,135.896111111111
JPN00020,2015-09-08,,9.5,,0.01,7.1,2.1,,25.3,0.18,0.011,4.0,1.0,7.6,Lake Biwa - South Center,35.0411111111111,135.896111111111
JPN00020,2015-10-06,,9.3,,0.01,8.8,1.7,,21.5,0.18,0.011,2.8,1.4,7.8,Lake Biwa - South Center,35.0411111111111,135.896111111111
JPN00020,2015-11-04,,9.9,,0.01,9.1,1.2,,16.0,0.19,0.009,3.3,2.3,7.6,Lake Biwa - South Center,35.0411111111111,135.896111111111
JPN00020,2015-12-08,,10.4,,0.01,10.8,1.7,,10.4,0.25,0.013,2.2,3.1,7.6,Lake Biwa - South Center,35.0411111111111,135.896111111111
JPN00020,2016-01-05,,10.7,,0.01,11.6,1.9,,8.7,0.28,0.015,3.1,1.8,7.7,Lake Biwa - South Center,35.0411111111111,135.896111111111
JPN00020,2016-02-02,,10.1,,0.01,11.5,1.3,,7.3,0.29,0.014,2.3,3.5,7.6,Lake Biwa - South Center,35.0411111111111,135.896111111111
JPN00020,2016-03-01,,10.4,,0.01,11.6,1.7,,7.6,0.33,0.014,2.0,4.7,7.6,Lake Biwa - South Center,35.0411111111111,135.896111111111
JPN00020,2016-04-05,,10.8,,0.01,11.8,1.1,,13.8,0.19,0.012,3.1,1.0,8.0,Lake Biwa - South Center,35.0411111111111,135.896111111111
JPN00020,2016-05-10,,10.3,,0.02,9.6,1.7,,17.0,0.29,0.017,2.8,2.5,7.5,Lake Biwa - South Center,35.0411111111111,135.896111111111
JPN00020,2016-06-07,,9.8,,0.01,9.3,1.4,,22.0,0.24,0.016,2.4,1.0,8.1,Lake Biwa - South Center,35.0411111111111,135.896111111111
JPN00020,2016-07-05,,9.4,,0.01,9.5,1.2,,26.5,0.23,0.013,3.6,2.0,8.1,Lake Biwa - South Center,35.0411111111111,135.896111111111
JPN00020,2016-08-02,,9.4,,0.01,10.0,1.5,,29.8,0.17,0.01,4.0,1.0,9.0,Lake Biwa - South Center,35.0411111111111,135.896111111111
JPN00020,2016-09-06,,10.0,,0.01,10.2,2.3,,28.2,0.53,0.024,2.5,4.0,9.1,Lake Biwa - South Center,35.0411111111111,135.896111111111
JPN00020,2016-10-04,,9.2,,0.01,8.4,1.5,,24.8,0.2,0.012,2.5,2.3,7.5,Lake Biwa - South Center,35.0411111111111,135.896111111111
JPN00020,2016-11-09,,9.6,,0.01,10.0,0.7,,15.0,0.19,0.012,2.1,3.7,7.7,Lake Biwa - South Center,35.0411111111111,135.896111111111
JPN00020,2016-12-06,,9.8,,0.01,11.0,1.9,,12.3,0.21,0.011,2.8,2.4,7.6,Lake Biwa - South Center,35.0411111111111,135.896111111111
JPN00020,2017-01-11,,9.9,,0.01,11.5,2.1,,8.2,0.22,0.011,2.8,2.7,7.4,Lake Biwa - South Center,35.0411111111111,135.896111111111
JPN00020,2017-02-06,,10.5,,0.01,11.6,2.7,,7.4,0.28,0.012,2.7,3.0,7.4,Lake Biwa - South Center,35.0411111111111,135.896111111111
JPN00020,2017-03-07,,10.1,,0.01,12.1,2.5,,8.6,0.29,0.009,4.1,1.2,7.7,Lake Biwa - South Center,35.0411111111111,135.896111111111
JPN00020,2017-04-12,,11.3,,0.01,10.3,2.0,,12.5,0.24,0.01,2.3,1.8,7.7,Lake Biwa - South Center,35.0411111111111,135.896111111111
JPN00020,2017-05-09,,10.6,,0.01,9.5,1.3,,19.0,0.21,0.014,2.5,2.5,7.8,Lake Biwa - South Center,35.0411111111111,135.896111111111
JPN00020,2017-06-06,,10.8,,0.01,8.6,1.7,,22.7,0.24,0.016,1.9,3.2,7.9,Lake Biwa - South Center,35.0411111111111,135.896111111111
JPN00020,2017-07-04,,9.7,,0.01,8.5,2.7,,25.0,0.24,0.02,1.9,3.3,8.2,Lake Biwa - South Center,35.0411111111111,135.896111111111
