Station,Date,Time,Cl-Dis,EC,NH3N,O2-Dis,SiO2-Rea,TDP,TEMP,TN,TP,TRANS,TSS,pH,Station Identifier,Latitude,Longitude
JPN00020,2017-08-02,,10.2,,0.01,7.7,3.0,,29.5,0.23,0.014,2.4,2.5,8.4,Lake Biwa - South Center,35.0411111111111,135.896111111111
JPN00020,2017-09-05,,9.7,,0.01,8.1,2.9,,25.8,0.2,0.014,2.0,3.2,7.7,Lake Biwa - South Center,35.0411111111111,135.896111111111
JPN00020,2017-10-03,,9.5,,0.01,8.2,2.6,,22.8,0.18,0.01,3.5,1.7,7.7,Lake Biwa - South Center,35.0411111111111,135.896111111111
JPN00020,2017-11-07,,9.2,,0.01,9.7,2.7,,16.0,0.21,0.013,1.9,4.1,7.6,Lake Biwa - South Center,35.0411111111111,135.896111111111
JPN00020,2017-12-05,,9.5,,0.01,11.2,1.5,,10.4,0.22,0.01,2.7,3.3,7.7,Lake Biwa - South Center,35.0411111111111,135.896111111111
JPN00020,2018-01-11,,9.8,,0.01,11.9,1.3,,6.3,0.28,0.016,1.8,7.1,7.5,Lake Biwa - South Center,35.0411111111111,135.896111111111
JPN00020,2018-02-06,,10.0,,0.01,12.2,1.5,,5.2,0.28,0.014,1.8,4.1,7.5,Lake Biwa - South Center,35.0411111111111,135.896111111111
JPN00020,2018-03-06,,10.1,,0.01,11.3,1.2,,9.1,0.28,0.016,2.2,5.2,7.7,Lake Biwa - South Center,35.0411111111111,135.896111111111
JPN00020,2018-04-10,,10.5,,0.01,11.3,1.8,,13.5,0.22,0.01,3.2,1.7,8.0,Lake Biwa - South Center,35.0411111111111,135.896111111111
JPN00020,2018-05-08,,10.3,,0.01,9.9,1.9,,17.8,0.26,0.017,2.3,3.1,7.9,Lake Biwa - South Center,35.0411111111111,135.896111111111
JPN00020,2018-06-05,,10.1,,0.01,10.2,0.8,,23.5,0.2,0.01,3.3,1.7,8.8,Lake Biwa - South Center,35.0411111111111,135.896111111111
JPN00020,2018-07-03,,9.6,,0.01,8.8,1.5,,26.3,0.22,0.012,3.4,1.9,8.7,Lake Biwa - South Center,35.0411111111111,135.896111111111
JPN00020,2018-08-07,,9.7,,0.01,10.4,4.2,,30.6,1.06,0.032,1.0,10.3,9.6,Lake Biwa - South Center,35.0411111111111,135.896111111111
JPN00020,2018-09-03,,9.8,,0.01,9.7,3.3,,27.4,0.47,0.052,0.8,9.1,9.4,Lake Biwa - South Center,35.0411111111111,135.896111111111
JPN00020,2018-10-03,,8.9,,0.01,9.2,1.5,,21.8,0.2,0.015,1.8,3.9,8.1,Lake Biwa - South Center,35.0411111111111,135.896111111111
JPN00020,2018-11-06,,9.5,,0.01,9.5,2.2,,16.7,0.19,0.01,2.9,2.2,7.9,Lake Biwa - South Center,35.0411111111111,135.896111111111
JPN00020,2018-12-04,,10.0,,0.01,10.7,2.1,,15.0,0.2,0.01,2.4,2.0,7.9,Lake Biwa - South Center,35.0411111111111,135.896111111111
JPN00020,2019-01-08,,10.1,,0.01,11.4,2.4,,6.8,0.24,0.014,2.9,3.4,7.6,Lake Biwa - South Center,35.0411111111111,135.896111111111
JPN00020,2019-02-04,,10.3,,0.02,11.0,2.4,,6.9,0.27,0.011,2.9,3.1,7.6,Lake Biwa - South Center,35.0411111111111,135.896111111111
JPN00020,2019-03-05,,11.2,,0.01,10.8,2.8,,9.2,0.36,0.008,4.0,1.6,7.6,Lake Biwa - South Center,35.0411111111111,135.896111111111
JPN00020,2019-04-09,,10.4,,0.02,10.8,2.2,,12.8,0.23,0.008,4.4,1.3,7.8,Lake Biwa - South Center,35.0411111111111,135.896111111111
JPN00020,2019-05-07,,10.5,,0.01,10.4,2.1,,18.1,0.28,0.018,2.1,5.1,8.1,Lake Biwa - South Center,35.0411111111111,135.896111111111
JPN00020,2019-06-04,,10.2,,0.01,10.0,1.8,,22.1,0.18,0.009,3.8,1.5,8.1,Lake Biwa - South Center,35.0411111111111,135.896111111111
JPN00020,2019-07-02,,9.7,,0.01,8.1,2.6,,25.0,0.18,0.01,2.8,2.0,7.7,Lake Biwa - South Center,35.0411111111111,135.896111111111
JPN00020,2019-08-06,,9.5,,0.01,7.7,3.1,,30.2,0.19,0.011,3.9,1.5,8.3,Lake Biwa - South Center,35.0411111111111,135.896111111111
JPN00020,2019-09-03,,9.0,,0.01,8.4,2.8,,26.9,0.18,0.008,3.6,1.2,7.9,Lake Biwa - South Center,35.0411111111111,135.896111111111
JPN00020,2019-10-08,,9.4,,0.01,8.4,1.5,,23.8,0.18,0.01,3.7,1.4,7.9,Lake Biwa - South Center,35.0411111111111,135.896111111111
JPN00020,2019-11-06,,9.2,,0.01,9.8,0.5,,17.5,0.22,0.011,2.9,3.3,8.0,Lake Biwa - South Center,35.0411111111111,135.896111111111
JPN00020,2019-12-02,,9.6,,0.01,10.1,0.9,,12.6,0.2,0.011,2.2,2.7,7.6,Lake Biwa - South Center,35.0411111111111,135.896111111111
JPN00020,2020-01-07,,9.9,,0.02,11.1,1.8,,8.6,0.3,0.015,2.0,4.0,7.5,Lake Biwa - South Center,35.0411111111111,135.896111111111
JPN00020,2020-02-04,,10.1,,0.01,11.5,2.6,,7.8,0.31,0.016,2.1,5.3,7.6,Lake Biwa - South Center,35.0411111111111,135.896111111111
JPN00020,2020-03-03,,9.4,,0.01,11.3,1.7,,9.7,0.21,0.007,2.8,2.3,7.7,Lake Biwa - South Center,35.0411111111111,135.896111111111
JPN00020,2020-04-06,,10.2,,0.01,10.9,2.1,,12.7,0.24,0.017,2.5,4.0,7.9,Lake Biwa - South Center,35.0411111111111,135.896111111111
JPN00020,2020-05-12,,10.0,,0.01,9.5,1.5,,19.9,0.23,0.018,2.8,3.1,8.0,Lake Biwa - South Center,35.0411111111111,135.896111111111
JPN00020,2020-06-09,,9.6,,0.01,9.7,1.4,,24.4,0.23,0.013,3.0,2.1,9.1,Lake Biwa - South Center,35.0411111111111,135.896111111111
JPN00020,2020-07-08,,8.6,,0.01,8.2,1.9,,22.5,0.22,0.015,2.4,3.7,7.8,Lake Biwa - South Center,35.0411111111111,135.896111111111
JPN00020,2020-08-04,,8.5,,0.01,8.7,2.6,,28.0,0.16,0.009,4.0,1.1,8.7,Lake Biwa - South Center,35.0411111111111,135.896111111111
JPN00020,2020-09-02,,8.7,,0.01,8.8,3.4,,30.6,0.17,0.013,3.1,1.7,9.0,Lake Biwa - South Center,35.0411111111111,135.896111111111
JPN00020,2020-10-05,,8.9,,0.01,10.3,1.2,,23.6,0.21,0.019,4.0,1.0,9.3,Lake Biwa - South Center,35.0411111111111,135.896111111111
JPN00020,2020-11-10,,8.9,,0.01,9.5,0.5,,14.8,0.24,0.018,1.9,5.9,7.6,Lake Biwa - South Center,35.0411111111111,135.896111111111
JPN00020,2020-12-08,,9.6,,0.01,10.3,1.2,,11.3,0.25,0.017,2.0,4.0,7.6,Lake Biwa - South Center,35.0411111111111,135.896111111111
JPN00020,2021-01-05,,10.3,,0.01,11.8,0.9,,6.4,0.29,0.02,1.7,5.8,7.5,Lake Biwa - South Center,35.0411111111111,135.896111111111
JPN00020,2021-02-02,,9.7,,0.02,11.5,2.2,,7.4,0.33,0.013,2.6,3.4,7.4,Lake Biwa - South Center,35.0411111111111,135.896111111111
JPN00020,2021-03-12,,10.0,,0.01,11.2,2.4,,10.3,0.31,0.012,1.5,3.0,7.7,Lake Biwa - South Center,35.0411111111111,135.896111111111
JPN00020,2021-04-07,,10.1,,0.01,10.4,2.3,,14.6,0.25,0.012,2.8,3.0,7.9,Lake Biwa - South Center,35.0411111111111,135.896111111111
JPN00020,2021-05-11,,9.9,,0.02,10.1,1.8,,17.7,0.26,0.016,2.5,3.5,8.0,Lake Biwa - South Center,35.0411111111111,135.896111111111
JPN00020,2021-06-07,,9.3,,0.01,9.9,2.3,,23.1,0.2,0.013,3.4,2.6,8.3,Lake Biwa - South Center,35.0411111111111,135.896111111111
JPN00020,2021-07-06,,9.0,,0.01,8.8,2.3,,25.8,0.24,0.015,2.6,2.5,8.9,Lake Biwa - South Center,35.0411111111111,135.896111111111
JPN00020,2021-08-03,,9.3,,0.02,7.4,3.6,,29.8,0.59,0.027,1.1,7.1,9.0,Lake Biwa - South Center,35.0411111111111,135.896111111111
JPN00020,2021-09-07,,8.6,,0.01,8.2,1.7,,27.0,0.19,0.013,3.7,2.9,8.1,Lake Biwa - South Center,35.0411111111111,135.896111111111
JPN00020,2021-10-05,,8.8,,0.01,8.7,1.5,,24.5,0.21,0.012,3.2,2.1,8.0,Lake Biwa - South Center,35.0411111111111,135.896111111111
JPN00020,2021-11-08,,9.3,,0.01,9.4,1.3,,16.8,0.18,0.014,2.2,5.4,7.7,Lake Biwa - South Center,35.0411111111111,135.896111111111
JPN00020,2021-12-07,,10.4,,0.01,11.6,1.9,,9.9,0.27,0.017,2.7,3.5,7.8,Lake Biwa - South Center,35.0411111111111,135.896111111111
JPN00020,2022-01-04,,9.5,,0.01,12.0,1.2,,5.7,0.31,0.02,2.1,5.1,7.7,Lake Biwa - South Center,35.0411111111111,135.896111111111
JPN00020,2022-02-02,,9.9,,0.01,12.0,2.0,,5.8,0.29,0.015,2.8,4.9,7.7,Lake Biwa - South Center,35.0411111111111,135.896111111111
JPN00020,2022-03-08,,10.0,,0.01,11.5,2.5,,7.4,0.3,0.015,2.3,4.3,7.7,Lake Biwa - South Center,35.0411111111111,135.896111111111
JPN00025,2015-01-14,,,165.0,0.002,13.7,,0.009,4.9,1.459,0.057,0.9,8.0,8.44,Lake Kasumigaura - Station 3,36.1197222222222,140.390277777778
JPN00025,2015-02-10,,,203.0,0.003,12.8,,0.009,5.2,1.232,0.057,1.2,7.7,8.27,Lake Kasumigaura - Station 3,36.1197222222222,140.390277777778
JPN00025,2015-03-19,,,180.0,0.002,13.3,,0.015,10.6,1.385,0.081,0.7,18.1,8.87,Lake Kasumigaura - Station 3,36.1197222222222,140.390277777778
JPN00025,2015-04-10,,,203.0,0.21,12.6,,0.025,12.1,1.355,0.091,0.6,14.7,7.91,Lake Kasumigaura - Station 3,36.1197222222222,140.390277777778
JPN00025,2015-05-15,,,257.0,0.0,11.2,,0.017,22.5,0.963,0.141,0.55,33.1,9.8,Lake Kasumigaura - Station 3,36.1197222222222,140.390277777778
JPN00025,2015-06-10,,,264.0,0.05,8.9,,0.031,23.4,1.21,0.127,0.55,33.5,8.7,Lake Kasumigaura - Station 3,36.1197222222222,140.390277777778
JPN00025,2015-07-08,,,224.0,0.001,13.9,,0.053,25.0,1.41,0.17,0.5,35.1,11.74,Lake Kasumigaura - Station 3,36.1197222222222,140.390277777778
JPN00025,2015-08-11,,,287.0,0.0,9.6,,0.11,30.8,1.001,0.204,0.55,29.2,9.62,Lake Kasumigaura - Station 3,36.1197222222222,140.390277777778
JPN00025,2015-09-11,,,271.0,0.118,8.0,,0.06,24.3,1.31,0.117,0.75,18.2,8.24,Lake Kasumigaura - Station 3,36.1197222222222,140.390277777778
JPN00025,2015-10-14,,,218.0,0.0,11.4,,0.022,20.2,1.662,0.098,0.95,17.2,9.13,Lake Kasumigaura - Station 3,36.1197222222222,140.390277777778
JPN00025,2015-11-11,,,226.0,0.063,10.0,,0.028,16.7,1.385,0.099,0.75,20.1,8.56,Lake Kasumigaura - Station 3,36.1197222222222,140.390277777778
JPN00025,2015-12-09,,,196.0,0.002,13.9,,0.011,9.9,1.554,0.069,0.9,16.7,9.0,Lake Kasumigaura - Station 3,36.1197222222222,140.390277777778
JPN00025,2016-01-13,,,170.0,0.04,13.0,,0.013,7.5,1.306,0.063,1.05,8.5,8.65,Lake Kasumigaura - Station 3,36.1197222222222,140.390277777778
JPN00025,2016-02-12,,,210.0,0.001,16.9,,0.012,6.3,1.557,0.068,0.95,14.7,9.27,Lake Kasumigaura - Station 3,36.1197222222222,140.390277777778
JPN00025,2016-03-14,,,180.0,0.003,11.4,,0.014,8.9,1.549,0.106,0.7,22.7,8.47,Lake Kasumigaura - Station 3,36.1197222222222,140.390277777778
JPN00025,2016-04-13,,,241.0,0.001,11.7,,0.014,14.3,1.498,0.143,0.65,28.6,9.42,Lake Kasumigaura - Station 3,36.1197222222222,140.390277777778
JPN00025,2016-05-12,,,227.0,0.0,10.5,,0.014,22.2,1.072,0.13,0.65,26.7,9.16,Lake Kasumigaura - Station 3,36.1197222222222,140.390277777778
JPN00025,2016-06-07,,,286.0,0.075,8.5,,0.027,22.4,1.065,0.139,0.55,26.7,8.39,Lake Kasumigaura - Station 3,36.1197222222222,140.390277777778
JPN00025,2016-07-12,,,298.0,0.159,,,0.066,27.2,1.267,0.145,0.55,35.4,7.71,Lake Kasumigaura - Station 3,36.1197222222222,140.390277777778
JPN00025,2016-08-09,,,310.0,0.0,7.4,,0.082,29.1,1.094,0.177,0.45,36.4,8.7,Lake Kasumigaura - Station 3,36.1197222222222,140.390277777778
JPN00025,2016-09-07,,,260.0,0.015,7.4,,0.04,27.7,0.995,0.117,0.6,23.9,8.73,Lake Kasumigaura - Station 3,36.1197222222222,140.390277777778
JPN00025,2016-10-12,,,202.0,0.013,9.9,,0.032,21.4,1.419,0.092,0.8,14.8,8.49,Lake Kasumigaura - Station 3,36.1197222222222,140.390277777778
JPN00025,2016-11-09,,,202.0,0.002,10.4,,0.011,14.0,1.613,0.097,0.75,19.5,8.81,Lake Kasumigaura - Station 3,36.1197222222222,140.390277777778
JPN00025,2016-12-07,,,216.0,0.008,11.9,,0.009,10.5,1.136,0.074,0.95,11.9,8.97,Lake Kasumigaura - Station 3,36.1197222222222,140.390277777778
JPN00025,2017-01-11,,,213.0,0.036,12.8,,0.008,6.7,1.735,0.06,1.1,8.3,7.96,Lake Kasumigaura - Station 3,36.1197222222222,140.390277777778
JPN00025,2017-02-08,,,226.0,0.005,9.8,,0.008,5.9,1.539,0.065,0.95,13.4,7.97,Lake Kasumigaura - Station 3,36.1197222222222,140.390277777778
JPN00025,2017-03-08,,,240.0,0.001,14.0,,0.01,8.6,1.435,0.078,0.9,22.4,8.61,Lake Kasumigaura - Station 3,36.1197222222222,140.390277777778
JPN00025,2017-04-12,,,254.0,0.112,10.75,,0.022,14.4,1.345,0.087,1.0,14.5,8.35,Lake Kasumigaura - Station 3,36.1197222222222,140.390277777778
JPN00025,2017-05-10,,,256.0,0.0,9.92,,0.015,20.61,0.976,0.105,0.65,27.3,9.09,Lake Kasumigaura - Station 3,36.1197222222222,140.390277777778
JPN00025,2017-06-07,,,292.0,0.022,6.66,,0.019,22.99,0.949,0.13,0.65,42.2,7.64,Lake Kasumigaura - Station 3,36.1197222222222,140.390277777778
JPN00025,2017-07-12,,,293.0,0.088,7.25,,0.045,30.22,0.893,0.126,0.65,35.1,8.46,Lake Kasumigaura - Station 3,36.1197222222222,140.390277777778
JPN00025,2017-08-09,,,260.0,0.003,11.06,,0.022,28.94,0.841,0.099,0.5,30.4,,Lake Kasumigaura - Station 3,36.1197222222222,140.390277777778
JPN00025,2017-09-13,,,302.0,0.0,10.95,,0.043,25.28,0.854,0.119,0.75,18.4,9.02,Lake Kasumigaura - Station 3,36.1197222222222,140.390277777778
JPN00025,2017-10-11,,,295.0,0.0,10.04,,0.026,21.66,0.918,0.115,0.5,20.6,8.45,Lake Kasumigaura - Station 3,36.1197222222222,140.390277777778
JPN00025,2017-11-08,,,189.0,0.003,12.01,,0.014,15.89,1.45,0.077,0.7,12.9,9.05,Lake Kasumigaura - Station 3,36.1197222222222,140.390277777778
JPN00025,2017-12-13,,,195.0,0.0,12.8,,0.008,7.83,1.457,0.063,0.95,10.1,8.89,Lake Kasumigaura - Station 3,36.1197222222222,140.390277777778
JPN00025,2018-01-10,,,199.0,0.009,13.41,,0.007,4.89,1.708,0.061,1.4,7.7,8.62,Lake Kasumigaura - Station 3,36.1197222222222,140.390277777778
JPN00025,2018-02-07,,,193.0,0.001,,,0.008,3.9,1.488,0.059,1.25,8.4,8.19,Lake Kasumigaura - Station 3,36.1197222222222,140.390277777778
JPN00025,2018-03-12,,,207.0,0.036,12.12,,0.016,9.89,1.537,0.086,0.9,13.7,9.57,Lake Kasumigaura - Station 3,36.1197222222222,140.390277777778
JPN00025,2019-04-10,,,222.0,0.009,11.1,,0.019,12.6,1.183,0.099,0.8,21.5,8.9,Lake Kasumigaura - Station 3,36.1197222222222,140.390277777778
JPN00025,2019-05-08,,,269.0,0.01,10.7,,0.019,19.2,1.128,0.107,0.6,27.3,9.0,Lake Kasumigaura - Station 3,36.1197222222222,140.390277777778
JPN00025,2019-06-12,,,314.0,0.198,7.9,,0.033,20.8,1.184,0.118,0.5,41.7,7.6,Lake Kasumigaura - Station 3,36.1197222222222,140.390277777778
JPN00025,2019-07-10,,,300.0,0.125,7.4,,0.05,22.1,1.203,0.154,0.5,60.1,7.6,Lake Kasumigaura - Station 3,36.1197222222222,140.390277777778
JPN00025,2019-08-07,,,340.0,0.122,6.4,,0.077,32.8,0.906,0.147,0.5,45.8,8.2,Lake Kasumigaura - Station 3,36.1197222222222,140.390277777778
JPN00025,2019-09-11,,,330.0,0.058,4.7,,0.059,28.3,0.926,0.129,0.65,36.6,7.6,Lake Kasumigaura - Station 3,36.1197222222222,140.390277777778
JPN00025,2019-10-09,,,280.0,0.004,9.9,,0.03,23.5,1.006,0.109,0.55,25.0,8.7,Lake Kasumigaura - Station 3,36.1197222222222,140.390277777778
JPN00025,2019-11-13,,,192.0,0.0,12.0,,0.01,15.7,1.881,0.07,0.8,18.8,8.8,Lake Kasumigaura - Station 3,36.1197222222222,140.390277777778
JPN00025,2019-12-11,,,185.0,0.003,13.4,,0.008,9.8,1.874,0.056,1.0,12.8,8.8,Lake Kasumigaura - Station 3,36.1197222222222,140.390277777778
JPN00025,2020-01-08,,,170.0,0.004,13.4,,0.008,6.8,1.663,0.061,0.8,17.2,8.8,Lake Kasumigaura - Station 3,36.1197222222222,140.390277777778
JPN00025,2020-02-12,,,192.0,0.003,14.6,,0.009,7.6,1.794,0.067,0.75,13.4,8.5,Lake Kasumigaura - Station 3,36.1197222222222,140.390277777778
JPN00025,2020-03-12,,,204.0,0.024,12.6,,0.013,11.2,1.687,0.096,0.55,24.9,8.8,Lake Kasumigaura - Station 3,36.1197222222222,140.390277777778
JPN00026,2015-01-14,,,206.0,0.0,13.7,,0.007,4.9,0.72,0.052,0.8,9.3,8.4,Lake Kasumigaura - Station 9,36.0430555555556,140.411666666667
JPN00026,2015-02-10,,,240.0,0.006,12.6,,0.008,5.1,0.739,0.05,1.1,8.8,7.92,Lake Kasumigaura - Station 9,36.0430555555556,140.411666666667
JPN00026,2015-03-19,,,191.0,0.009,12.2,,0.011,9.5,0.664,0.063,1.0,11.5,8.41,Lake Kasumigaura - Station 9,36.0430555555556,140.411666666667
JPN00026,2015-04-10,,,243.0,0.124,12.1,,0.021,11.8,0.891,0.093,0.75,16.1,7.94,Lake Kasumigaura - Station 9,36.0430555555556,140.411666666667
JPN00026,2015-05-15,,,250.0,0.0,9.4,,0.014,21.9,0.74,0.102,0.6,28.0,9.26,Lake Kasumigaura - Station 9,36.0430555555556,140.411666666667
JPN00026,2015-06-10,,,298.0,0.186,8.2,,0.04,22.8,1.061,0.091,0.85,19.2,8.08,Lake Kasumigaura - Station 9,36.0430555555556,140.411666666667
JPN00026,2015-07-08,,,286.0,0.156,10.2,,0.074,23.5,1.099,0.141,0.6,30.0,10.58,Lake Kasumigaura - Station 9,36.0430555555556,140.411666666667
JPN00026,2015-08-11,,,300.0,0.06,7.9,,0.104,30.2,0.927,0.175,0.55,22.7,9.22,Lake Kasumigaura - Station 9,36.0430555555556,140.411666666667
JPN00026,2015-09-11,,,307.0,0.139,7.4,,0.071,23.8,1.074,0.118,0.7,22.5,7.76,Lake Kasumigaura - Station 9,36.0430555555556,140.411666666667
JPN00026,2015-10-14,,,243.0,0.01,9.8,,0.033,20.0,1.188,0.082,0.8,16.3,8.44,Lake Kasumigaura - Station 9,36.0430555555556,140.411666666667
JPN00026,2015-11-11,,,250.0,0.068,9.1,,0.029,16.4,1.046,0.078,0.8,18.3,7.76,Lake Kasumigaura - Station 9,36.0430555555556,140.411666666667
JPN00026,2015-12-09,,,259.0,0.001,13.0,,0.011,10.4,1.005,0.067,0.9,17.9,8.42,Lake Kasumigaura - Station 9,36.0430555555556,140.411666666667
JPN00026,2016-01-13,,,203.0,0.018,13.7,,0.008,7.4,0.863,0.056,1.05,14.1,8.91,Lake Kasumigaura - Station 9,36.0430555555556,140.411666666667
JPN00026,2016-02-12,,,219.0,0.007,13.3,,0.011,5.6,1.087,0.062,1.0,16.0,8.79,Lake Kasumigaura - Station 9,36.0430555555556,140.411666666667
JPN00026,2016-03-14,,,240.0,0.017,12.9,,0.012,8.6,0.999,0.071,0.9,12.7,8.02,Lake Kasumigaura - Station 9,36.0430555555556,140.411666666667
JPN00026,2016-04-13,,,275.0,0.0,10.3,,0.009,13.5,0.842,0.121,0.75,20.5,8.37,Lake Kasumigaura - Station 9,36.0430555555556,140.411666666667
JPN00026,2016-05-12,,,250.0,0.0,9.1,,0.015,21.0,0.689,0.091,0.8,24.5,8.56,Lake Kasumigaura - Station 9,36.0430555555556,140.411666666667
JPN00026,2016-06-07,,,308.0,0.0,8.2,,0.017,21.9,0.744,0.095,0.7,24.5,8.23,Lake Kasumigaura - Station 9,36.0430555555556,140.411666666667
JPN00026,2016-07-12,,,305.0,0.029,,,0.047,26.8,0.748,0.102,0.95,15.2,7.98,Lake Kasumigaura - Station 9,36.0430555555556,140.411666666667
